
dropout_from=0.5 dropout_to=0.2 batch_to=100 time spacy train id 200-epochs-high-dropout/ id_gsd-ud-train.json id_gsd-ud-dev.json --no-entities --n-iter 200 --use-gpu 0


dropout_from = 0.5 via $dropout_from
dropout_to = 0.2 via $dropout_to
dropout_decay = 0.0 by default
batch_from = 1 by default
batch_to = 100 via $batch_to
batch_compound = 1.001 by default
max_doc_len = 5000 by default
beam_width = 1 by default
beam_density = 0.0 by default
Warning: Unnamed vectors -- this won't allow multiple vectors models to be loaded. (Shape: (0, 0))
learn_rate = 0.001 by default
optimizer_B1 = 0.9 by default
optimizer_B2 = 0.999 by default
optimizer_eps = 1e-08 by default
L2_penalty = 1e-06 by default
grad_norm_clip = 1.0 by default
embed_size = 7000 by default
token_vector_width = 128 by default
parser_hidden_depth = 1 by default
parser_maxout_pieces = 2 by default
token_vector_width = 128 by default
hidden_width = 200 by default
embed_size = 7000 by default
history_feats = 0 by default
history_width = 0 by default
Itn.  Dep Loss  NER Loss  UAS     NER P.  NER R.  NER F.  Tag %   Token %  CPU WPS  GPU WPS
0     28642.943 0.000     75.576  0.000   0.000   0.000   88.509  99.841   2172.8   2292.1
1     1269.017  0.000     79.668  0.000   0.000   0.000   90.256  99.841   2052.6   1870.4
2     456.160   0.000     80.984  0.000   0.000   0.000   90.780  99.865   1915.4   2827.4
3     239.999   0.000     81.442  0.000   0.000   0.000   91.288  99.849   2455.0   2207.9
4     146.862   0.000     81.576  0.000   0.000   0.000   91.582  99.849   2192.5   1958.6
5     100.581   0.000     81.873  0.000   0.000   0.000   91.693  99.849   2317.3   2292.5
6     71.675    0.000     82.049  0.000   0.000   0.000   91.868  99.849   2420.0   2956.4
7     54.476    0.000     82.244  0.000   0.000   0.000   91.955  99.841   2800.9   2689.7
8     42.756    0.000     82.233  0.000   0.000   0.000   91.963  99.849   2744.7   2779.7
9     33.910    0.000     82.556  0.000   0.000   0.000   92.035  99.849   2473.0   2809.4
10    27.992    0.000     82.708  0.000   0.000   0.000   92.098  99.849   2781.0   2789.1
11    23.451    0.000     82.892  0.000   0.000   0.000   92.122  99.841   2987.9   2701.1
12    19.764    0.000     82.696  0.000   0.000   0.000   92.178  99.841   2836.1   2815.2
13    16.903    0.000     82.988  0.000   0.000   0.000   92.186  99.849   2478.7   2823.9
14    14.728    0.000     82.777  0.000   0.000   0.000   92.201  99.841   3865.3   3024.2
15    12.718    0.000     82.683  0.000   0.000   0.000   92.257  99.849   3603.0   3233.9
16    11.209    0.000     83.019  0.000   0.000   0.000   92.241  99.841   2903.7   2659.5
17    10.005    0.000     82.740  0.000   0.000   0.000   92.273  99.841   2537.0   3946.2
18    8.837     0.000     82.955  0.000   0.000   0.000   92.289  99.841   3285.1   2782.8
19    8.486     0.000     82.828  0.000   0.000   0.000   92.289  99.841   2682.2   4011.9
20    7.050     0.000     82.914  0.000   0.000   0.000   92.297  99.841   2734.1   2707.9
