
dropout_from=0.5 dropout_to=0.2 dropout_decay=0.1 batch_to=100 time spacy train id 1000-hdp/ id_gsd-ud-train.json id_gsd-ud-dev.json --no-entities --n-iter 1000 --use-gpu 0


dropout_from = 0.5 via $dropout_from
dropout_to = 0.2 via $dropout_to
dropout_decay = 0.1 via $dropout_decay
batch_from = 1 by default
batch_to = 100 via $batch_to
batch_compound = 1.001 by default
max_doc_len = 5000 by default
beam_width = 1 by default
beam_density = 0.0 by default
Warning: Unnamed vectors -- this won't allow multiple vectors models to be loaded. (Shape: (0, 0))
learn_rate = 0.001 by default
optimizer_B1 = 0.9 by default
optimizer_B2 = 0.999 by default
optimizer_eps = 1e-08 by default
L2_penalty = 1e-06 by default
grad_norm_clip = 1.0 by default
embed_size = 7000 by default
token_vector_width = 128 by default
parser_hidden_depth = 1 by default
parser_maxout_pieces = 2 by default
token_vector_width = 128 by default
hidden_width = 200 by default
embed_size = 7000 by default
history_feats = 0 by default
history_width = 0 by default
Itn.  Dep Loss  NER Loss  UAS     NER P.  NER R.  NER F.  Tag %   Token %  CPU WPS  GPU WPS
0     22718.184 0.000     80.423  0.000   0.000   0.000   90.661  99.841   6508.1   6460.9
1     981.136   0.000     82.131  0.000   0.000   0.000   92.082  99.841   6505.9   6468.8
2     343.051   0.000     82.819  0.000   0.000   0.000   92.344  99.833   6531.9   6507.9
3     169.851   0.000     82.760  0.000   0.000   0.000   92.606  99.849   6540.3   6540.8
4     98.730    0.000     82.773  0.000   0.000   0.000   92.678  99.849   6521.5   6507.6
5     64.378    0.000     82.765  0.000   0.000   0.000   92.805  99.841   6551.1   6538.5
6     43.026    0.000     82.848  0.000   0.000   0.000   92.900  99.857   6536.5   6515.8
7     31.064    0.000     82.974  0.000   0.000   0.000   92.900  99.857   6540.3   6494.9
8     22.498    0.000     83.123  0.000   0.000   0.000   92.924  99.857   6490.8   6486.4
9     17.127    0.000     82.873  0.000   0.000   0.000   92.948  99.857   6534.4   6539.4
10    13.346    0.000     82.847  0.000   0.000   0.000   92.948  99.857   6536.9   6506.3
11    10.694    0.000     82.717  0.000   0.000   0.000   92.908  99.857   6532.5   6475.2
12    8.768     0.000     82.584  0.000   0.000   0.000   92.900  99.857   6500.7   6532.7
13    7.077     0.000     82.499  0.000   0.000   0.000   92.884  99.857   6538.2   6528.7
14    5.754     0.000     82.556  0.000   0.000   0.000   92.892  99.857   6533.1   6562.8
15    4.710     0.000     82.631  0.000   0.000   0.000   92.876  99.857   6538.8   6540.0
16    4.008     0.000     82.665  0.000   0.000   0.000   92.853  99.857   6536.7   6506.4
17    3.420     0.000     82.428  0.000   0.000   0.000   92.845  99.857   6530.2   6544.7
18    2.888     0.000     82.496  0.000   0.000   0.000   92.837  99.857   6532.7   6563.3
19    2.704     0.000     82.631  0.000   0.000   0.000   92.845  99.857   6539.0   6529.3
20    2.138     0.000     82.716  0.000   0.000   0.000   92.853  99.865   6556.4   6565.4
21    1.920     0.000     82.665  0.000   0.000   0.000   92.853  99.865   6537.4   6564.2
22    1.868     0.000     82.603  0.000   0.000   0.000   92.845  99.865   6512.3   6465.5
23    1.738     0.000     82.453  0.000   0.000   0.000   92.829  99.865   6547.7   6551.4
24    1.729     0.000     82.634  0.000   0.000   0.000   92.837  99.865   6551.1   6567.7
25    1.644     0.000     82.374  0.000   0.000   0.000   92.821  99.865   6560.6   6555.7
26    1.581     0.000     82.365  0.000   0.000   0.000   92.829  99.865   6541.2   6564.3
27    1.617     0.000     82.184  0.000   0.000   0.000   92.829  99.865   6552.5   6560.9
28    1.533     0.000     82.246  0.000   0.000   0.000   92.861  99.865   6557.5   6546.7
