
dropout_from=0.5 dropout_to=0.2 batch_to=100 time spacy train id 1000-epochs-high-dropout/ id_gsd-ud-train.json id_gsd-ud-dev.json --no-entities --n-iter 1000 --use-gpu 0


dropout_from = 0.5 via $dropout_from
dropout_to = 0.2 via $dropout_to
dropout_decay = 0.0 by default
batch_from = 1 by default
batch_to = 100 via $batch_to
batch_compound = 1.001 by default
max_doc_len = 5000 by default
beam_width = 1 by default
beam_density = 0.0 by default
Warning: Unnamed vectors -- this won't allow multiple vectors models to be loaded. (Shape: (0, 0))
learn_rate = 0.001 by default
optimizer_B1 = 0.9 by default
optimizer_B2 = 0.999 by default
optimizer_eps = 1e-08 by default
L2_penalty = 1e-06 by default
grad_norm_clip = 1.0 by default
embed_size = 7000 by default
token_vector_width = 128 by default
parser_hidden_depth = 1 by default
parser_maxout_pieces = 2 by default
token_vector_width = 128 by default
hidden_width = 200 by default
embed_size = 7000 by default
history_feats = 0 by default
history_width = 0 by default
Itn.  Dep Loss  NER Loss  UAS     NER P.  NER R.  NER F.  Tag %   Token %  CPU WPS  GPU WPS
0     28642.943 0.000     75.576  0.000   0.000   0.000   88.509  99.841   7729.7   7728.8
1     1269.017  0.000     79.668  0.000   0.000   0.000   90.256  99.841   7704.1   7704.3
2     456.160   0.000     80.984  0.000   0.000   0.000   90.780  99.865   7676.3   7741.3
3     239.999   0.000     81.442  0.000   0.000   0.000   91.288  99.849   7715.9   7536.1
4     146.862   0.000     81.576  0.000   0.000   0.000   91.582  99.849   7751.5   7740.4
5     100.581   0.000     81.873  0.000   0.000   0.000   91.693  99.849   7741.4   7712.5
6     71.675    0.000     82.049  0.000   0.000   0.000   91.868  99.849   7732.2   7757.4
7     54.476    0.000     82.244  0.000   0.000   0.000   91.955  99.841   7695.8   7742.0
8     42.756    0.000     82.233  0.000   0.000   0.000   91.963  99.849   7731.7   7726.7
9     33.910    0.000     82.556  0.000   0.000   0.000   92.035  99.849   7729.6   7704.7
10    27.992    0.000     82.708  0.000   0.000   0.000   92.098  99.849   7725.9   7744.1
11    23.451    0.000     82.892  0.000   0.000   0.000   92.122  99.841   7732.2   7749.1
12    19.764    0.000     82.696  0.000   0.000   0.000   92.178  99.841   7741.4   7743.6
13    16.903    0.000     82.988  0.000   0.000   0.000   92.186  99.849   7722.3   7731.6
14    14.728    0.000     82.777  0.000   0.000   0.000   92.201  99.841   7697.5   7739.6
15    12.718    0.000     82.683  0.000   0.000   0.000   92.257  99.849   7735.6   7694.6
16    11.209    0.000     83.019  0.000   0.000   0.000   92.241  99.841   7761.6   7673.4
17    10.005    0.000     82.740  0.000   0.000   0.000   92.273  99.841   7598.0   7726.4
18    8.837     0.000     82.955  0.000   0.000   0.000   92.289  99.841   7695.0   7754.1
19    8.486     0.000     82.828  0.000   0.000   0.000   92.289  99.841   7722.3   7755.5
20    7.050     0.000     82.914  0.000   0.000   0.000   92.297  99.841   7736.4   7743.5
21    6.542     0.000     82.890  0.000   0.000   0.000   92.305  99.841   7758.0   7764.6
22    6.445     0.000     82.909  0.000   0.000   0.000   92.328  99.841   7748.6   7706.7
23    6.353     0.000     82.961  0.000   0.000   0.000   92.368  99.841   7758.2   7710.8
24    6.298     0.000     83.020  0.000   0.000   0.000   92.400  99.849   7717.0   7751.5
25    6.256     0.000     83.031  0.000   0.000   0.000   92.392  99.841   7727.9   7699.5
26    6.205     0.000     83.119  0.000   0.000   0.000   92.416  99.849   7697.9   7716.1
27    6.169     0.000     82.958  0.000   0.000   0.000   92.416  99.849   7713.5   7767.0
28    6.144     0.000     82.843  0.000   0.000   0.000   92.416  99.849   7749.9   7730.8
29    6.032     0.000     83.089  0.000   0.000   0.000   92.408  99.849   7712.7   7706.7
30    6.018     0.000     82.740  0.000   0.000   0.000   92.416  99.849   7720.4   7732.3
31    5.912     0.000     82.984  0.000   0.000   0.000   92.448  99.849   7721.4   7719.3
32    5.896     0.000     82.907  0.000   0.000   0.000   92.440  99.849   7739.3   7761.2
33    5.825     0.000     82.950  0.000   0.000   0.000   92.463  99.849   7737.6   7743.4
34    5.779     0.000     82.696  0.000   0.000   0.000   92.471  99.849   7753.5   7723.2
35    5.780     0.000     82.687  0.000   0.000   0.000   92.471  99.849   7713.7   7712.5
36    5.727     0.000     82.625  0.000   0.000   0.000   92.344  99.849   7703.9   7725.0
37    5.690     0.000     82.876  0.000   0.000   0.000   92.003  99.849   7733.9   7713.5
38    5.637     0.000     82.984  0.000   0.000   0.000   90.923  99.849   7678.0   7748.0
39    5.580     0.000     82.702  0.000   0.000   0.000   88.763  99.849   7720.1   7723.2
40    5.589     0.000     82.946  0.000   0.000   0.000   86.865  99.849   7731.3   7730.5
41    5.504     0.000     83.025  0.000   0.000   0.000   84.871  99.849   7695.8   7726.3
42    5.516     0.000     82.811  0.000   0.000   0.000   83.767  99.849   7692.4   7697.6
43    5.430     0.000     82.448  0.000   0.000   0.000   83.227  99.849   7723.1   7746.6
44    5.370     0.000     82.710  0.000   0.000   0.000   83.100  99.849   7729.1   7727.8
45    5.421     0.000     82.734  0.000   0.000   0.000   83.275  99.849   7726.0   7714.4
46    5.311     0.000     82.747  0.000   0.000   0.000   83.648  99.857   7693.9   7714.8
47    5.301     0.000     82.851  0.000   0.000   0.000   84.109  99.849   7711.9   7741.7
48    5.220     0.000     82.554  0.000   0.000   0.000   84.482  99.857   7729.9   7696.9
49    5.252     0.000     82.683  0.000   0.000   0.000   84.840  99.849   7699.4   7746.8
50    5.177     0.000     82.950  0.000   0.000   0.000   85.189  99.857   7748.6   7749.6
51    5.157     0.000     82.930  0.000   0.000   0.000   85.570  99.857   7731.6   7749.2
52    5.120     0.000     82.779  0.000   0.000   0.000   85.816  99.857   7749.1   7695.8
